ObjectID,Loc_name,Status,Score,Match_type,Match_addr,Xmin,Xmax,Ymin,Ymax,Addr_type,ARC_SingleLine,datum_a_čas_přestupku,místo_přestupku,typ_přestupku,adresa,X,Y
1209,ul_co_zn,M,100,A,Provazníkova 34,0,0,0,0,Address,Provazníkova 34,2013-09-25 21:48:00.000,"Provazníkova 34, Brno-Černá Pole","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Provazníkova 34,16.6219348224838,49.2137868107968
1210,ul_co_zn,M,100,A,Provazníkova 34,0,0,0,0,Address,Provazníkova 34,2013-09-25 22:06:00.000,"Provazníkova 34, Brno-Černá Pole","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Provazníkova 34,16.6219348224838,49.2137868107968
1211,ul_co_zn,M,100,A,Nové sady 30,0,0,0,0,Address,Nové sady 30,2013-09-25 23:08:00.000,"Nové sady 30, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nové sady 30,16.6045172763768,49.1868771103801
1212,ul_co_zn,M,100,A,Nové sady 30,0,0,0,0,Address,Nové sady 30,2013-09-25 23:29:00.000,"Nové sady 30, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nové sady 30,16.6045172763768,49.1868771103801
1213,pomistni_rychl,M,100,A,Vejrostova-u ZŠ,0,0,0,0,Address,Vejrostova-u ZŠ,2013-09-26 13:06:00.000,"Vejrostova-u ZŠ, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vejrostova-u ZŠ,16.5160418678957,49.2173519823986
1214,ul_co_zn,M,100,A,Křižíkova 15,0,0,0,0,Address,Křižíkova 15,2013-09-26 15:55:00.000,"Křižíkova 15, Brno-Královo Pole","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Křižíkova 15,16.6122958006941,49.2241161023893
1215,ul_co_zn,M,100,A,Křižíkova 15,0,0,0,0,Address,Křižíkova 15,2013-09-26 16:08:00.000,"Křižíkova 15, Brno-Královo Pole","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Křižíkova 15,16.6122958006941,49.2241161023893
1216,pomistni_rychl,M,100,A,Veslařská-u vozovny,0,0,0,0,Address,Veslařská-u vozovny,2013-09-26 20:54:00.000,"Veslařská-u vozovny, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veslařská-u vozovny,16.5597199717299,49.2118708533135
1217,ul_co_zn,M,100,A,Nové sady 30,0,0,0,0,Address,Nové sady 30,2013-09-26 22:29:00.000,"Nové sady 30, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nové sady 30,16.6045172763768,49.1868771103801
1218,ul_co_zn,M,100,A,Nové sady 30,0,0,0,0,Address,Nové sady 30,2013-09-26 22:40:00.000,"Nové sady 30, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nové sady 30,16.6045172763768,49.1868771103801
1219,ul_co_zn,M,100,A,Nové sady 30,0,0,0,0,Address,Nové sady 30,2013-09-26 23:23:00.000,"Nové sady 30, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nové sady 30,16.6045172763768,49.1868771103801
1220,ul_co_zn,M,100,A,Libušina třída 25,0,0,0,0,Address,Libušina třída 25,2013-09-27 08:58:00.000,"Libušina třída 25, Brno-Kohoutovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Libušina třída 25,16.534063227583,49.1886221374483
1221,ul_co_zn,M,100,A,Libušina třída 25,0,0,0,0,Address,Libušina třída 25,2013-09-27 09:20:00.000,"Libušina třída 25, Brno-Kohoutovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Libušina třída 25,16.534063227583,49.1886221374483
1222,pomistni_rychl,M,100,A,Petra Křivky-garáže,0,0,0,0,Address,Petra Křivky-garáže,2013-09-27 11:20:00.000,"Petra Křivky-garáže, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Petra Křivky-garáže,16.5561225086056,49.1770182764208
1223,pomistni_rychl,M,100,A,Petra Křivky-garáže,0,0,0,0,Address,Petra Křivky-garáže,2013-09-27 12:21:00.000,"Petra Křivky-garáže, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Petra Křivky-garáže,16.5561225086056,49.1770182764208
1224,pomistni_rychl,M,100,A,Petra Křivky-garáže,0,0,0,0,Address,Petra Křivky-garáže,2013-09-27 12:58:00.000,"Petra Křivky-garáže, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Petra Křivky-garáže,16.5561225086056,49.1770182764208
1225,pomistni_rychl,M,100,A,Novolíšeňská-garáže,0,0,0,0,Address,Novolíšeňská-garáže,2013-09-27 15:55:00.000,"Novolíšeňská-garáže, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Novolíšeňská-garáže,16.6763042206115,49.2030269364339
1226,ul_co_zn,M,100,A,Obřanská 65,0,0,0,0,Address,Obřanská 65,2013-09-27 20:29:00.000,"Obřanská 65, Brno-Maloměřice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Obřanská 65,16.6443990365118,49.2242918866618
1227,ul_co_zn,M,100,A,Obřanská 65,0,0,0,0,Address,Obřanská 65,2013-09-27 20:42:00.000,"Obřanská 65, Brno-Maloměřice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Obřanská 65,16.6443990365118,49.2242918866618
1228,ul_co_zn,M,100,A,Obřanská 65,0,0,0,0,Address,Obřanská 65,2013-09-27 21:03:00.000,"Obřanská 65, Brno-Maloměřice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Obřanská 65,16.6443990365118,49.2242918866618
1229,ul_co_zn,M,100,A,Obřanská 65,0,0,0,0,Address,Obřanská 65,2013-09-27 21:53:00.000,"Obřanská 65, Brno-Maloměřice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Obřanská 65,16.6443990365118,49.2242918866618
1230,ul_co_zn,M,100,A,Hlinky 144,0,0,0,0,Address,Hlinky 144,2013-09-28 00:38:00.000,"Hlinky 144, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hlinky 144,16.5731182829511,49.1933766272552
1231,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 08:44:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1232,ulice,M,100,A,Vejrostova,0,0,0,0,Address,Vejrostova,2013-09-28 09:08:00.000,"Vejrostova, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vejrostova,16.5026745545111,49.2205270565547
1233,ulice,M,100,A,Vejrostova,0,0,0,0,Address,Vejrostova,2013-09-28 09:15:00.000,"Vejrostova, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vejrostova,16.5026745545111,49.2205270565547
1234,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 09:25:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1235,ulice,M,100,A,Vejrostova,0,0,0,0,Address,Vejrostova,2013-09-28 09:30:00.000,"Vejrostova, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vejrostova,16.5026745545111,49.2205270565547
1236,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 09:56:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1237,ulice,M,100,A,Vejrostova,0,0,0,0,Address,Vejrostova,2013-09-28 10:13:00.000,"Vejrostova, Brno","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vejrostova,16.5026745545111,49.2205270565547
1238,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 10:13:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1239,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 10:27:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1240,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 10:52:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1241,ul_co_zn,M,100,A,Veslařská 228,0,0,0,0,Address,Veslařská 228,2013-09-28 12:11:00.000,"Veslařská 228, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veslařská 228,16.5658702679852,49.1980137360354
1242,ul_co_zn,M,100,A,Veslařská 228,0,0,0,0,Address,Veslařská 228,2013-09-28 12:27:00.000,"Veslařská 228, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veslařská 228,16.5658702679852,49.1980137360354
1243,ul_co_zn,M,100,A,Veslařská 228,0,0,0,0,Address,Veslařská 228,2013-09-28 12:48:00.000,"Veslařská 228, Brno-Pisárky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veslařská 228,16.5658702679852,49.1980137360354
1244,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2013-09-28 15:22:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
1245,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2013-09-28 15:52:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
1246,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2013-09-28 16:00:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
1247,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2013-09-28 16:21:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
1248,ul_co_zn,M,100,A,Terezy Novákové 45,0,0,0,0,Address,Terezy Novákové 45,2013-09-28 16:28:00.000,"Terezy Novákové 45, Brno-Řečkovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Terezy Novákové 45,16.5781867152333,49.2493824241437
1249,ul_co_zn,M,100,A,Terezy Novákové 45,0,0,0,0,Address,Terezy Novákové 45,2013-09-28 16:46:00.000,"Terezy Novákové 45, Brno-Řečkovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Terezy Novákové 45,16.5781867152333,49.2493824241437
1250,ul_co_zn,M,100,A,Černovická 20,0,0,0,0,Address,Černovická 20,2013-09-28 16:58:00.000,"Černovická 20, Brno-Komárov","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Černovická 20,16.6268369240395,49.1765987468865
1251,ul_co_zn,M,100,A,Terezy Novákové 45,0,0,0,0,Address,Terezy Novákové 45,2013-09-28 17:04:00.000,"Terezy Novákové 45, Brno-Řečkovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Terezy Novákové 45,16.5781867152333,49.2493824241437
1252,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 20:13:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1253,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 20:28:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1254,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 20:40:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1255,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 21:01:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1256,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 21:39:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1257,ul_co_zn,M,100,A,Trnkova 109,0,0,0,0,Address,Trnkova 109,2013-09-28 22:09:00.000,"Trnkova 109, Brno-Líšeň","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Trnkova 109,16.6813699098815,49.1997886403038
1258,ul_co_zn,M,100,A,Lány 78,0,0,0,0,Address,Lány 78,2013-09-29 00:21:00.000,"Lány 78, Brno-Bohunice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Lány 78,16.5917161109366,49.1641314800274
1260,ul_co_zn,M,100,A,V aleji 49,0,0,0,0,Address,V aleji 49,2013-09-29 08:55:00.000,"V aleji 49, Brno-Holásky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",V aleji 49,16.6480203897042,49.1508851159561
1261,ul_co_zn,M,100,A,Terezy Novákové 65,0,0,0,0,Address,Terezy Novákové 65,2013-09-29 09:03:00.000,"Terezy Novákové 65, Brno-Řečkovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Terezy Novákové 65,16.5776490142583,49.2501888726748
1262,ul_co_zn,M,100,A,V aleji 49,0,0,0,0,Address,V aleji 49,2013-09-29 09:23:00.000,"V aleji 49, Brno-Holásky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 3 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",V aleji 49,16.6480203897042,49.1508851159561
1263,ul_co_zn,M,100,A,Terezy Novákové 65,0,0,0,0,Address,Terezy Novákové 65,2013-09-29 09:31:00.000,"Terezy Novákové 65, Brno-Řečkovice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Terezy Novákové 65,16.5776490142583,49.2501888726748
1264,ul_co_zn,M,100,A,V aleji 49,0,0,0,0,Address,V aleji 49,2013-09-29 09:36:00.000,"V aleji 49, Brno-Holásky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",V aleji 49,16.6480203897042,49.1508851159561
1265,ul_co_zn,M,100,A,V aleji 49,0,0,0,0,Address,V aleji 49,2013-09-29 09:50:00.000,"V aleji 49, Brno-Holásky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",V aleji 49,16.6480203897042,49.1508851159561
1266,ul_co_zn,M,100,A,V aleji 49,0,0,0,0,Address,V aleji 49,2013-09-29 10:08:00.000,"V aleji 49, Brno-Holásky","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",V aleji 49,16.6480203897042,49.1508851159561
1267,ul_co_zn,M,100,A,Lány 78,0,0,0,0,Address,Lány 78,2013-09-29 11:32:00.000,"Lány 78, Brno-Bohunice","§ 18 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 4 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Lány 78,16.5917161109366,49.1641314800274
